0.170174	1.850738	700.741260
0.217204	2.382840	1136.854985
0.277231	3.067925	1548.856786
0.353847	3.949978	1566.575376
0.451636	5.085627	1501.015456
0.576450	6.547785	1461.204492
0.735759	8.430325	1313.317761
0.939094	10.854110	1192.237039
1.198623	13.863367	1155.801828
1.529875	17.233866	1119.938301
1.952673	38.611000	743.084085
2.492315	98.174575	423.936896
3.181094	171.746949	204.186434
4.060224	226.761895	79.245030
5.144526	284.977374	25.757980
5.654040	369.209124	4.747222
4.717436	505.121765	0.878839
4.160778	618.358669	0.162697
8.097314	511.465436	0.030120
13.892920	401.259001	0.005576
32.988243	266.236854	0.001032
94.224459	60.054476	0.000191
139.788618	5.481277	0.000035
186.040622	0.145937	0.000007
261.641415	0.003886	0.000001
244.463817	0.000103	0.000000
237.040404	0.000003	0.000000
285.183802	0.000000	0.000000
260.353026	0.000000	0.000000
123.577309	0.000000	0.000000
49.841181	0.000000	0.000000
19.716009	0.000000	0.000000
7.799191	0.000000	0.000000
3.085178	0.000000	0.000000
1.220424	0.000000	0.000000
0.482771	0.000000	0.000000
